year,city_types,id_city,city_population,cpi,rev_total,own_source_rev,rev_utility,spending_direct,education_services,social_services,transportation,public_safety,envir_housing,spending_utility,sp_empl_retire_tr,debt_outstanding,cash_holdings
2005,core,42007008,418693,1.255095,5260.31,2216.15,1258.47,5144.37,1402.89,368.15,184.86,719.22,583.17,1264.71,0,5382.12,4468.38
2006,core,42007008,428482,1.215873,5276.16,2237.65,1342.55,5335.68,1438.29,253.78,216.83,731.92,712.18,1357.02,0,5325.72,5121.23
2007,core,42007008,436065,1.182201,5274.4,2178.47,1323.84,5294.62,1533.03,241.22,246.87,767.6,531.86,1347.2,0,5577.6,5743.87
2008,core,42007008,439435,1.138489,5171.52,2101.91,1345.94,5405.39,1534.28,208.58,188.79,843.46,423.52,1476.89,26.19,5685.33,5744.59
2009,core,42007008,441650,1.142553,4853.5,2018.22,1280.52,5546.62,1584.46,228.02,221.16,829.04,470.16,1608.63,15.88,6117.34,5665.86
2010,core,42007008,440860,1.124115,4771.28,1907.09,1219.51,4827.78,1440.45,230.26,219.1,774.74,393.01,1218.27,15.01,3391.26,5730.25
2011,core,42007008,440995,1.089718,4599.06,1927.99,1204.32,4556.37,1272.88,202.68,222.38,709.48,368.47,1089.03,15.12,5919.26,3366.95
2012,core,42007008,447681,1.067624,4369.96,1888.79,1229.21,4501.69,1207.84,230.36,215.13,704.53,346.35,1209.99,21.03,5849.27,3421.36
2013,core,42007008,457061,1.052211,4304.62,1816.25,1153.24,4425.45,1080.02,204.82,173.82,727.81,343.53,1341.98,21.6,5892,3362.93
2014,core,42007008,464980,1.035415,4304.89,1810.24,1147.87,4652.19,1206.76,217.49,230.06,724,385.14,1357.15,20.5,5747.92,3382.57
2015,core,42007008,473390,1.034187,4211.31,1733.67,1155.31,4356.84,1105.58,219.09,160.98,653.6,358.93,1286.25,17.43,5643.95,3354.3
2016,core,42007008,482108,1.021304,4128.48,1717.07,1135.9,4319.75,1087.47,225.55,176.96,717.99,322.73,1178.52,34.71,5546.02,3295.13
2017,core,42007008,491041,1,4211.62,1807.18,1119.58,4299.27,1073.58,180.35,134.71,687.28,372.71,1169.49,34.78,5078.78,4606.22
1998,core,42007010,1247919,1.503804,5444.73,2371.71,1020.99,5143.84,1573.09,284.7,331.51,521.61,655.82,1030.78,57.47,8100.76,5410.81
1999,core,42007010,1273047,1.471308,5497.42,2543.82,1060.15,5505.28,1668.25,277.65,574.78,492.71,605.32,1107.2,64.02,8433.04,6286.44
2000,core,42007010,1294294,1.423461,5652.14,2591.5,1059.69,5531.51,1603.6,288.98,529.72,585.9,604.44,1105,67.72,7950.12,6226.58
2001,core,42007010,1326682,1.384077,6204.41,2692.54,1541.35,5892.79,1564.39,288.52,471.75,550.45,628.75,1581.21,73.39,7773.15,6551.16
2002,core,42007010,1342908,1.362535,5815.6,2698.94,1164.5,6142.95,1602.56,288.43,530.64,645.09,674.55,1623.2,68.76,8260.76,6518.42
2003,core,42007010,1357196,1.332174,5959.67,2761.07,1041.08,5495.64,1637.68,343.46,321.21,670.4,594.02,1129.55,71.35,7937.13,6304.35
2004,core,42007010,1368806,1.297618,6214.17,2827.43,1016.27,6167.9,1702.59,364.77,604.89,642.24,707.75,1302.24,75.1,7923.77,6766.89
2005,core,42007010,1386945,1.255095,6255.33,2911.46,1044.81,6195.89,1656.74,351.76,616,677.63,652.61,1406.99,79.84,8605.27,7498.45
2006,core,42007010,1417720,1.215873,6344.15,2948.44,1099.08,6177.69,1711.46,245.34,404.67,620.97,908.27,1418.98,83.41,9280.92,7860.47
2007,core,42007010,1441241,1.182201,6530.57,3142.32,1100.66,6418.47,1814.2,240.39,613.32,772.05,912.84,1384.79,84.59,8786.92,7674.61
2008,core,42007010,1450901,1.138489,6153.13,3064.26,1104.02,6640.39,1786.83,203.58,526.52,769.34,1035.09,1534.41,114.02,8959.86,6947.12
2009,core,42007010,1456729,1.142553,5652.48,3008.44,1093.7,6642.08,1739.06,230.5,555.88,772.57,971.64,1612.99,113.17,9344.33,6337.08
2010,core,42007010,1452679,1.124115,6100.19,2929.67,1099.53,5949.43,1616.62,226.81,527.85,769.96,695.54,1310.46,120.6,9433.4,6746.57
2011,core,42007010,1449295,1.089718,5891.85,2881.16,1058.44,5627.54,1543.81,195.8,559.86,723.96,613.8,1179.78,124.86,9375.08,7102.67
2012,core,42007010,1470052,1.067624,5322.46,2735.13,1070.29,5348.39,1473.49,222.59,504.86,704.49,529.11,1243.05,134.12,8679.18,6502.42
2013,core,42007010,1499839,1.052211,5326.97,2638.91,1025.8,5122.68,1439.3,197.81,418.54,694.19,487.49,1221.42,142.84,8021,6173.15
2014,core,42007010,1527336,1.035415,5406.69,2535.26,1027.3,5021.7,1377.42,217.71,432.01,679.35,439.95,1236.66,142.28,7867.04,6236.22
2015,core,42007010,1556552,1.034187,5066.11,2509.35,1015.2,4873.94,1346.33,219.23,378.84,659.62,379.22,1240,153.09,7879.76,6396.14
2016,core,42007010,1584927,1.021304,5022.39,2551.48,994.59,4747.15,1309.17,225.64,340.92,648.12,399.29,1106.24,173.95,7680.29,7026.78
2017,core,42007010,1613581,1,5250.83,2584.6,981.85,4651.27,1316.19,180.43,333.88,630.24,394.41,1079.6,173.46,7129.7,6687.66
1998,core,42010002,468799,1.503804,4488.93,2115.86,331.35,4485.35,1260.29,335.14,255.19,527.59,638.41,563.66,49.15,6034.5,3463.17
1999,core,42010002,473717,1.471308,4641.51,2262.15,334.01,4442.91,1326.01,377.06,262.48,546.24,648.83,568.31,49.9,5556.5,3764.17
2000,core,42010002,479468,1.423461,4564.58,2296.13,339.36,4556.05,1330.55,422.14,311.41,576.03,541.22,576.3,52.64,5477.66,3741.12
2001,core,42010002,486372,1.384077,4861.34,2466.22,328.06,4744.61,1413.15,357.92,400.85,615.64,621.6,556.84,50.45,4912.2,3667.89
2002,core,42010002,488463,1.362535,4687.09,2268.39,372.11,4798.66,1367.36,375.53,413.46,623.17,598.63,551.85,58.34,5829.72,4502.3
2003,core,42010002,492802,1.332174,4924.5,2555.33,358.33,5494.71,1421.77,503.23,531.89,653.08,798.91,544.79,67.7,5331.89,3573.31
2004,core,42010002,495194,1.297618,5060.04,2366.96,334.43,4921.63,1345.72,546.68,378.94,626.71,602.04,557.97,83.52,5117.28,3919.12
2005,core,42010002,499583,1.255095,5109.9,2443.73,337.61,5305.32,1432.98,549.97,466.6,805.75,609.7,425.44,82.4,5151.14,3914.47
2006,core,42010002,505902,1.215873,5202.96,2491.28,345.11,5082.03,1447.09,540.19,382.15,756.29,569.19,396.92,83.39,4646.76,4043.08
2007,core,42010002,513333,1.182201,5273.25,2414.76,325.87,5082.65,1401.61,517.08,363.36,791.52,734.16,407.98,124.09,6102.08,4768.7
2008,core,42010002,517450,1.138489,5261.22,2534.22,347.65,5742.2,1450.74,552.15,375.35,877.63,682.82,638.72,114.67,7195.14,3954.1
2009,core,42010002,520054,1.142553,4583.62,2347.08,341.92,5329.43,1396.49,435.41,266.84,855.06,718.28,635.88,117.94,7339.84,2932.97
2010,core,42010002,520418,1.124115,4977.91,2337.15,390.77,5264.16,1311.15,435.67,281.71,784.22,867,497.38,116.23,6857.01,3068.06
2011,core,42010002,527167,1.089718,4920.7,2346.49,375.67,5034.64,1230.48,446.42,268.81,772.2,719.71,527.45,131.32,6736.85,3660.7
2012,core,42010002,530624,1.067624,4268.48,2322.83,389.84,4540.94,1225.36,220.22,231.77,705.31,760.14,556.51,128.65,7019.48,3419.73
2013,core,42010002,531817,1.052211,4477.58,2409.94,397.03,4669.2,1257.54,145.49,272.06,569.12,782.56,786.37,128.25,7214.21,5482.05
2014,core,42010002,532956,1.035415,4537.7,2305.75,397.88,4188.48,1177.55,132.99,218.96,528.07,560.07,670.74,126.96,6502.67,5269.96
2015,core,42010002,534870,1.034187,4520.9,2393.71,435.31,4187.48,1004.15,131.32,244.61,553.81,643.83,612.21,130.68,6249.32,5552.08
2016,core,42010002,535772,1.021304,4310.87,2316.75,432.85,4280.53,1020.3,124.78,275.99,647.61,497.95,689.72,134.29,6269.07,5338.73
2017,core,42010002,537831,1,4297.54,2291.19,452.81,4037.16,1044.28,126.01,354.73,723.31,402.88,611.27,139.34,5803.31,5183.06
1998,core,10000003,301596,1.503804,5305.83,2759.49,433.46,5118.23,1670.42,439.82,308.2,581.56,672.43,523.94,124.07,4847.73,5197
1999,core,10000003,303855,1.471308,5399.15,2784.98,434.16,5273.13,1766.53,438.06,328.76,597.12,666.21,524.31,128.92,4937.23,5517.3
2000,core,10000003,306086,1.423461,5544.3,2837.49,441.92,5392.66,1812.06,454.81,328.36,612.11,689.17,525.66,133.3,5015.96,5726.61
2001,core,10000003,308478,1.384077,5559.32,2886.02,474.57,5550.4,1855,452.35,348.12,623.63,698.58,564.01,138.57,5183.35,5915.74
2002,core,10000003,309991,1.362535,5511.7,2914.55,482.73,5806.18,1927.31,486.27,370.11,648.72,728.8,598.49,148.07,5515.85,5998.08
2003,core,10000003,312913,1.332174,5611.98,2925.72,469.55,5897.99,1947.79,510.99,359.35,651.72,764.72,597.46,150,5774.31,5907.98
2004,core,10000003,313427,1.297618,5990.29,2958.43,476.1,6026.58,1976.32,520.88,365.6,655.21,768.67,637.84,157.07,5979.43,6123.98
2005,core,10000003,313996,1.255095,6016.18,3023.85,476.62,6021.06,1991.33,519.48,359.94,671.36,778.95,618.77,159.47,6111.78,6229.14
2006,core,10000003,314703,1.215873,6185.49,3144.53,506.37,6101.17,2021.83,526.59,358.16,685.65,794.22,634.53,162.65,6216.95,6367.91
2007,core,10000003,315068,1.182201,6446.35,3261.61,529.27,6251.12,2038.27,524.55,364.63,710.01,801.36,692,171.04,6412.59,6830.49
2008,core,10000003,316654,1.138489,6110.95,3252.5,526.13,6263.08,2023.69,535.62,373.2,710.25,803.47,691.35,171.21,6547.65,6638.32
2009,core,10000003,318706,1.142553,5625.39,3269.83,543.05,6491.43,2068.53,554.72,383.87,734.61,844.94,719.17,185.42,6886.26,6162.76
2010,core,10000003,321044,1.124115,6346.01,3207.45,525.55,6409.74,2041.45,556.91,380.02,727.04,834.01,695.26,190.12,6900.87,6238.35
2011,core,10000003,323643,1.089718,6320.87,3144.25,528.01,6217.12,1964.47,542.07,364.29,697.79,838.93,677.47,193.28,6723.18,6190.37
2012,core,10000003,326689,1.067624,5944.67,3102.36,531.14,6065.87,1904.03,532.42,354.8,687.07,824.6,663.6,198.17,6670.21,6059.99
2013,core,10000003,330006,1.052211,6080.04,3110.22,527.57,5951.82,1870.69,522.8,354.12,687.39,781.98,654.94,194.87,6610.21,6210.38
2014,core,10000003,332896,1.035415,6169.25,3104.29,534.89,5953.36,1862.06,532.98,373.09,690.68,767.24,653.09,195.87,6394.32,6310.21
2015,core,10000003,335700,1.034187,6024.7,3177.42,547.12,6016.88,1919.95,540.96,369.89,704.28,754.47,664.8,189.84,6397.49,6240.79
2016,core,10000003,338495,1.021304,5962.72,3233.01,531.45,6091.66,1934.59,564.04,377.08,720.2,771.61,651.08,191.83,6289.18,6196.58
2017,core,10000003,340875,1,6251.19,3272.13,525.54,6139.24,1936.23,576.64,374.79,722.19,778.93,656.03,218.98,6206.93,6748.51
1998,core,10000001,401993,1.503804,5437.67,2874.68,513.22,5233.94,1593.05,476.32,332.1,593.77,680.08,618.07,134.86,5289.16,5772.95
1999,core,10000001,405350,1.471308,5509.63,2889.29,509.63,5394.66,1689.02,471.34,360.62,610.32,676.04,617.5,140.43,5353.96,6024.86
2000,core,10000001,408680,1.423461,5677.54,2954.75,520.45,5498.81,1730.72,490.24,359.25,626.65,699.43,620.77,144.51,5432.77,6240.05
2001,core,10000001,412067,1.384077,5671.37,3002.41,562.73,5655.94,1767.58,476.96,378.93,639.91,705.86,672.79,151.22,5601.38,6508.43
2002,core,10000001,414308,1.362535,5557.75,3022.24,566.66,5908.61,1835.07,507.76,401.5,663.45,733.94,713.56,160.19,5995.52,6585.75
2003,core,10000001,418536,1.332174,5649.69,3039.63,549.91,5985.5,1851.17,527.16,392.04,664.66,772.89,702.62,167.12,6230.01,6429.62
2004,core,10000001,419359,1.297618,6107.31,3088.69,560.09,6133.7,1874.56,542.19,400.27,668.29,785.06,755.79,177.03,6452.42,6749.83
2005,core,10000001,420269,1.255095,6120.82,3150.31,559.61,6118.67,1883.7,546.64,398.3,682.73,789.48,727.06,179.21,6582.39,6829.61
2006,core,10000001,421374,1.215873,6261.82,3252.9,590.95,6181.03,1917.72,553.02,394.69,699.75,799.39,742.58,181.98,6632.94,7000.67
2007,core,10000001,421964,1.182201,6610.41,3416.51,620.35,6383.31,1943.43,554.83,404.05,729.45,812.57,817.22,187.48,6866.68,7500.51
2008,core,10000001,424296,1.138489,6264.39,3424.76,615.75,6417.41,1942.72,568.64,412.95,733.05,813.58,814.28,191.8,7040.58,7371.18
2009,core,10000001,427287,1.142553,5629.95,3429.54,634.35,6657.67,1984.51,587.32,428.16,757.35,854.32,847.13,202.8,7427.64,6744.14
2010,core,10000001,430665,1.124115,6424.69,3350.55,605.79,6548.79,1932.37,596.96,427.21,748.78,851.82,814.14,208.11,7478.74,6782.21
2011,core,10000001,434409,1.089718,6406.14,3269.88,614.42,6347.57,1860.64,584.56,407.06,718.99,840.18,796.32,214.62,7375.77,6797.41
2012,core,10000001,438753,1.067624,5997.13,3237.97,620.09,6184.97,1793.95,584.19,391.93,705.47,823.45,784.63,212.73,7310.08,6585.99
2013,core,10000001,443470,1.052211,6185.94,3238.41,619.41,6087.93,1761.51,576.28,387.51,706.96,789.57,775.52,214.51,7273.74,6837.34
2014,core,10000001,447611,1.035415,6276.15,3248.42,620.07,6096.81,1757.97,587.67,415.44,712.14,772.58,772.29,215.2,7081.15,6937.76
2015,core,10000001,451621,1.034187,6144.71,3339.12,634.29,6168.02,1809.23,598.88,407.92,724.84,772.06,782.87,219.47,7053.67,7081.23
2016,core,10000001,455650,1.021304,6091.35,3419.41,618.31,6246.62,1834.6,628.2,413.17,741.83,782.89,768.63,226.11,6868.47,7024.05
2017,core,10000001,459105,1,6372.75,3455.42,603.35,6263.23,1836.15,641.39,405.68,747.04,777.77,759.67,241.81,6791.32,7399.04
1998,lega,10000002,175247,1.503804,5422.18,2707.14,262.67,5193.84,1837.8,410.05,275.58,597.99,724.76,338.58,154.01,4281.54,4844.38
1999,lega,10000002,174418,1.471308,5581.53,2761.88,271.08,5403.66,1973.84,420.35,283.12,614.04,710.06,345.24,160.99,4444.55,5369.74
2000,lega,10000002,173720,1.423461,5675.22,2792.69,272.33,5551.61,2020.56,433.4,293.75,625.16,747.48,338.82,166.55,4600.33,5660.31
2001,lega,10000002,173318,1.384077,5637.27,2828.81,280.5,5685.15,2054.36,453.09,313,631.99,763.76,354.17,174.07,4814.42,5808.68
2002,lega,10000002,172271,1.362535,5696.61,2876.56,294.6,5975.6,2126.07,495.62,339.02,659.08,798.37,382.89,184.11,5130.08,5814.66
2003,lega,10000002,171091,1.332174,5827.03,2866.39,294.88,6089.75,2153.78,523.44,324.38,663.15,827.9,398.83,183.5,5448.89,5771.66
2004,lega,10000002,169871,1.297618,6158.34,2861.48,298.35,6216.27,2229.17,523.18,332.09,672.41,816.98,407.68,189.67,5621.46,5909.44
2005,lega,10000002,168558,1.255095,6209.84,2933.4,300.89,6230.49,2258.32,508.53,322.19,688.13,844.93,413.52,190.59,5856.51,6041.69
2006,lega,10000002,167132,1.215873,6378.02,3081.87,323.3,6308.53,2272.05,514.93,323.17,699.86,856.81,421.8,197.82,5904.26,6103.86
2007,lega,10000002,163232,1.182201,6537.71,3145.26,329.14,6375.2,2270.82,505.25,313.59,722.17,856.64,451.94,206.53,6077.24,6565.51
2008,lega,10000002,162843,1.138489,6139.93,3100.76,331.5,6288.89,2212.66,501.58,317.97,712.89,846.6,442.48,201.74,6114.75,6160.13
2009,lega,10000002,162592,1.142553,5730.72,3129.87,341.03,6534,2276.57,523.24,334.63,737.72,883.83,462.09,220.96,6354.13,5733.62
2010,lega,10000002,162588,1.124115,6549.22,3097.92,344.3,6537.52,2299.44,514.46,328.14,729.31,873.65,456.78,223.95,6340.25,5880.3
2011,lega,10000002,162673,1.089718,6515.82,3058.18,337.19,6366.1,2212.39,492.84,319.32,704.02,918.71,436.2,232.25,6030.29,5832.52
2012,lega,10000002,163141,1.067624,6131.76,3018.19,334.95,6188.61,2160.54,466.1,311.51,689.41,899.91,413.29,235.54,6083.33,5717.06
2013,lega,10000002,163757,1.052211,6188.58,3029.27,329.34,6032,2109.44,450.1,313.77,692.21,845.4,412,220.58,5961.04,5755.79
2014,lega,10000002,164098,1.035415,6255.77,2999.94,348.62,6019.31,2085.02,455.84,315.23,693.94,834.27,409.71,223.37,5694.86,5777.86
2015,lega,10000002,164323,1.034187,6036.17,3046.01,353.52,6043.35,2140.61,458.59,320.62,708.55,798.61,416.98,199.12,5710.41,5367.2
2016,lega,10000002,164392,1.021304,5940.07,3052.29,339.61,6090.71,2136.54,470.21,327.08,716.51,825.46,408.3,192.71,5666.96,5213.26
2017,lega,10000002,164335,1,6252.53,3094.16,346.79,6194.65,2135.99,482.15,339.18,715.39,849.44,434.91,234.97,5485.79,5884.11
1998,core,62030001,310504,1.503804,6391.43,2737.85,1559.19,6912.69,1440.19,401.04,256.57,609,1156.33,1682.25,65.89,11295.88,8421.02
1999,core,62030001,317672,1.471308,6458.29,2759.23,1547.56,7025.45,1554.41,401.49,231.04,664.2,746.42,1680.5,79.74,10154.64,7392.4
2000,core,62030001,322997,1.423461,6518.56,2709.18,1614.46,6329.76,1701.88,416.78,205.65,627.11,800.22,1618.57,74.43,9661.62,7439.82
2001,core,62030001,328611,1.384077,7515.41,2977.02,1738.6,6752.44,1833.93,446.61,200.75,652.63,727.39,1775.35,77.09,9403.89,8116.62
2002,core,62030001,331120,1.362535,7317.15,3107.2,1656.26,6925.32,1946.37,504.39,207.33,664.7,853.54,1775.72,79.93,11295.86,9360.23
2003,core,62030001,332672,1.332174,6827.61,3047.87,1506.72,7319.71,2035.69,509.65,246.32,696.75,1035.38,1828.96,85.21,11043.44,9172.37
2004,core,62030001,334029,1.297618,7554.71,3268.47,1543.28,7389.44,2001.45,486.03,199.31,668.67,1060.31,1816,95.98,11569.85,10023.38
2005,core,62030001,334392,1.255095,7544.64,3245.12,1431.98,7595.24,2110.76,468.69,215.57,745.82,1063.69,1816.75,101.57,11192.6,9513.38
2006,core,62030001,333165,1.215873,7739.04,3127.9,1579.75,8117.9,2088.11,470.35,212.15,809.95,1186.35,2127.57,109.56,10840.22,9164.65
2007,core,62030001,331261,1.182201,8242.45,3608.26,1533.71,8623.68,2131.38,491.69,242.44,855.99,1209.87,2340.46,128.48,11528.19,10710.69
2008,core,62030001,330178,1.138489,8592.48,3803.65,1672.77,8471.68,2099.78,476,266.49,817.09,1199.59,2279.1,138.59,11619.22,10362.2
2009,core,62030001,332102,1.142553,8459.71,3604.9,1700.58,8293.04,1993.95,486.38,287.27,833.41,1201.32,2259.97,147.73,12405.45,9483.75
2010,core,62030001,334429,1.124115,7970.93,3319.23,1733.25,8152.76,1848.51,469.48,289.49,796.17,1127.55,2373.03,164.52,12179.15,9031.09
2011,core,62030001,337106,1.089718,7656.44,3240.98,1681.52,7758.22,1704.23,460.68,321.63,756.56,1101.64,2234.09,165.02,12411.78,9634.36
2012,core,62030001,340202,1.067624,7535.46,3297.86,1729.28,7395.39,1740.79,488.51,292.37,742.09,1001.93,2044.36,172.78,11650,9052.92
2013,core,62030001,342526,1.052211,7694.84,3025.57,1874.29,7550.84,1675.76,502.22,396.31,752.75,1052.22,2180.27,194.45,11101.86,9312.89
2014,core,62030001,344369,1.035415,7830.23,3139.53,1792.28,7739.74,1684.85,489.85,514.18,763.29,1013.55,2153.78,195.32,10215.8,9136.77
2015,core,62030001,345223,1.034187,8124.94,3246.5,1879.54,7306.54,1803.58,459.35,263.51,787.76,985.7,1962.75,208.36,10085.88,9443.9
2016,core,62030001,348967,1.021304,7962.02,3578.57,1759.09,7933.71,1931.92,465.3,221.4,855.37,1274.49,2007.16,218.89,9614.95,10056.52
2017,core,62030001,350848,1,8254.04,3568.72,1719.07,7339.14,1975.48,481.79,172.13,890.22,1112.9,1746.18,226.44,10314.3,11481.89
1998,core,62015001,227449,1.503804,6132,2856.65,117.55,5676.5,2111.72,1034.25,193.11,765.2,611.65,167.13,144.48,3696.29,5950.92
1999,core,62015001,232498,1.471308,6267.45,2900.08,113.64,5925.86,2151.56,1156.65,207.77,807.1,575.5,162,148.72,3470.23,6600.27
2000,core,62015001,239097,1.423461,6661.73,3105.01,112.09,6157.56,2334.44,1240.35,231.1,792.87,479.53,180.06,148.32,3161.59,7009.68
2001,core,62015001,245995,1.384077,6846.19,2897.23,223.19,6210.95,2260.68,1244.06,194.27,851.58,504.06,258.11,153.79,2767.89,6642.92
2002,core,62015001,254301,1.362535,7138.8,2937.56,173.29,6516.11,2664.03,1259.34,176.03,808.98,507.18,227.22,164.16,2899.4,6593.21
2003,core,62015001,264377,1.332174,6768.31,2751.45,222.27,6611.96,2599.38,1215.78,223.4,815.71,504.33,306.01,182.13,3182.38,6951.08
2004,core,62015001,275672,1.297618,7019.84,2630.65,221.19,6405.72,2482.36,1192.03,193.32,758.33,531.65,340.14,190.68,2675.17,6859.18
2005,core,62015001,287976,1.255095,6860.82,2692.88,123.01,6511.14,2728.99,1201.61,253.28,815.8,548.64,186.74,189.22,2593.12,6989.57
2006,core,62015001,301094,1.215873,6911.57,2589.6,112.57,6433.37,2641.74,1183.31,217.18,887.21,540.3,180.72,197.82,2556.11,7179.43
2007,core,62015001,313113,1.182201,8058.05,3198.87,290.84,6764.59,2695.88,1179.48,178.22,1068.18,508.77,364.2,207.15,2749.6,8190.35
2008,core,62015001,323658,1.138489,6871.17,3004.34,292.96,7405.31,2678.26,1217.71,225.72,1069.61,912.18,503.01,210.54,3587.72,8172.5
2009,core,62015001,333036,1.142553,6318.17,2760.96,287.8,7171.25,2490.11,1212.7,267.36,1075.18,864.22,406.6,219.95,3324.72,6265.81
2010,core,62015001,341135,1.124115,6911.18,2573.21,273.88,6884.54,2173.99,1168.1,246.58,1047.86,668.17,673.89,244.24,3451.5,6197.92
2011,core,62015001,349408,1.089718,6901.89,2501.59,238.31,6144.52,2106.33,1105.13,199.29,1025.3,546.46,347.95,260.44,3261.03,6391.38
2012,core,62015001,353640,1.067624,6007.74,2537.5,274.94,6040.06,2098.33,1084.99,227.58,1002.19,483.23,354.45,279.27,2987.71,6226.2
2013,core,62015001,357858,1.052211,6207.61,2534.55,211.69,5938.51,2076.12,1092.78,192.94,1057.87,448.19,305.51,294.65,2913.35,7024.53
2014,core,62015001,363449,1.035415,6422.41,2553.95,261.15,6098.64,2107.68,1092.09,270.24,1048.3,452.45,388.89,309.1,2746.31,7423.39
2015,core,62015001,367705,1.034187,6323.25,2673.53,249.62,6347.34,2279.79,1082.28,187.49,1194.46,472.11,355.35,325.57,2743.96,7967.35
2016,core,62015001,372295,1.021304,6505.84,2611.17,233.5,6576.5,2467.85,1139.14,145.22,1310.98,457.1,326.8,309.98,3156.29,8704.84
2017,core,62015001,375844,1,6649.22,2314.3,240.25,6239.35,2568.89,760.08,134.72,1183.72,471.42,349.37,347.42,3595.39,9437.95
1998,core,62001005,191749,1.503804,5554.59,2867.35,126.44,5173.2,1493.41,1098.92,174.91,678.66,596.36,343.66,110.25,4396.59,7275.13
1999,core,62001005,197139,1.471308,5549.51,2871.03,133.69,5387.11,1359.84,1075.44,187.14,719.92,740.63,400.64,121.92,4414.31,8083.76
2000,core,62001005,200665,1.423461,5999.32,2865.02,152.61,5622.34,1520.09,1018.95,348.19,714.01,580.82,492.35,131.4,4067.52,8135.62
2001,core,62001005,204378,1.384077,6139.78,3368.56,159.58,5700.68,1618.92,993.42,174.47,663.61,582.24,434.49,126.26,4832.21,8774.22
2002,core,62001005,207320,1.362535,5643.51,3175.57,141.63,6125.22,1543.09,1361.82,221.91,781.47,608.56,559.53,161.84,5532.68,8527.24
2003,core,62001005,206385,1.332174,5743.75,3319.84,145.78,6587.93,1533.78,1458.61,237.82,690.86,738.68,530.89,161.95,5641.21,8138.94
